,Year,quarter,Bene_Geo_Desc,Bene_Mdcd_Mdcr_Enrl_Stus,Bene_Race_Desc,Bene_Sex_Desc,Bene_Mdcr_Entlmt_Stus,Bene_Age_Desc,Bene_RUCA_Desc,Total_Bene_TH_Elig,Total_PartB_Enrl,Total_Bene_Telehealth,Pct_Telehealth
638,2020,1,National,All,Non-Hispanic White,All,All,All,All,19168582.0,25325506.0,1297972.0,0.0677
639,2020,1,National,All,Non-Hispanic White,All,All,All,Rural,4753931.0,6559300.0,264145.0,0.0556
641,2020,1,National,All,Non-Hispanic White,All,All,All,Urban,14388915.0,18704379.0,1032393.0,0.0717
642,2020,1,National,All,Non-Hispanic White,All,Disabled,All,All,2040684.0,2771193.0,247329.0,0.1212
643,2020,1,National,All,Non-Hispanic White,All,ESRD,All,All,161340.0,164743.0,16099.0,0.0998
644,2020,1,National,All,Non-Hispanic White,Female,All,All,All,10867506.0,13926458.0,777437.0,0.0715
645,2020,1,National,All,Non-Hispanic White,Male,All,All,All,8301076.0,11399048.0,520535.0,0.0627
659,2020,1,National,Medicare & Medicaid,All,All,Aged,All,All,2887191.0,3644858.0,235279.0,0.0815
660,2020,1,National,Medicare & Medicaid,All,All,All,0-64,All,2012704.0,2571357.0,251094.0,0.1248
661,2020,1,National,Medicare & Medicaid,All,All,All,65-74,All,1402227.0,1855033.0,126072.0,0.0899
662,2020,1,National,Medicare & Medicaid,All,All,All,75-84,All,915289.0,1118698.0,73125.0,0.0799
663,2020,1,National,Medicare & Medicaid,All,All,All,85 and over,All,646900.0,747702.0,43019.0,0.0665
664,2020,1,National,Medicare & Medicaid,All,All,All,All,All,4977120.0,6292790.0,493310.0,0.0991
665,2020,1,National,Medicare & Medicaid,All,All,All,All,Rural,1213154.0,1538075.0,109696.0,0.0904
667,2020,1,National,Medicare & Medicaid,All,All,All,All,Urban,3752262.0,4737902.0,382743.0,0.102
668,2020,1,National,Medicare & Medicaid,All,All,Disabled,All,All,1895825.0,2453756.0,239988.0,0.1266
669,2020,1,National,Medicare & Medicaid,All,All,ESRD,All,All,194104.0,194176.0,18043.0,0.093
670,2020,1,National,Medicare & Medicaid,All,Female,All,All,All,3006253.0,3643562.0,312712.0,0.104
671,2020,1,National,Medicare & Medicaid,All,Male,All,All,All,1970867.0,2649228.0,180598.0,0.0916
672,2020,1,National,Medicare & Medicaid,American Indian/Alaska Native,All,All,All,All,60082.0,76353.0,4747.0,0.079
673,2020,1,National,Medicare & Medicaid,Asian/Pacific Islander,All,All,All,All,325109.0,437644.0,26804.0,0.0824
674,2020,1,National,Medicare & Medicaid,Black/African American,All,All,All,All,891607.0,1123419.0,80355.0,0.0901
675,2020,1,National,Medicare & Medicaid,Hispanic,All,All,All,All,674798.0,897269.0,64339.0,0.0953
676,2020,1,National,Medicare & Medicaid,Non-Hispanic White,All,All,All,All,2902503.0,3589920.0,303131.0,0.1044
678,2020,1,National,Medicare Only,All,All,Aged,All,All,17737019.0,24028400.0,1045270.0,0.0589
679,2020,1,National,Medicare Only,All,All,All,0-64,All,1150367.0,1730509.0,114745.0,0.0997
680,2020,1,National,Medicare Only,All,All,All,65-74,All,9004829.0,12978125.0,549629.0,0.061
681,2020,1,National,Medicare Only,All,All,All,75-84,All,6155697.0,7834251.0,362490.0,0.0589
682,2020,1,National,Medicare Only,All,All,All,85 and over,All,2704417.0,3346725.0,144911.0,0.0536
683,2020,1,National,Medicare Only,All,All,All,All,All,19015310.0,25889609.0,1171775.0,0.0616
684,2020,1,National,Medicare Only,All,All,All,All,Rural,4205976.0,5956887.0,193770.0,0.0461
686,2020,1,National,Medicare Only,All,All,All,All,Urban,14768934.0,19823209.0,976346.0,0.0661
687,2020,1,National,Medicare Only,All,All,Disabled,All,All,1075212.0,1648498.0,108727.0,0.1011
688,2020,1,National,Medicare Only,All,All,ESRD,All,All,203079.0,212711.0,17778.0,0.0875
689,2020,1,National,Medicare Only,All,Female,All,All,All,10602199.0,13959660.0,688637.0,0.065
690,2020,1,National,Medicare Only,All,Male,All,All,All,8413111.0,11929949.0,483138.0,0.0574
691,2020,1,National,Medicare Only,American Indian/Alaska Native,All,All,All,All,77133.0,104174.0,3933.0,0.051
692,2020,1,National,Medicare Only,Asian/Pacific Islander,All,All,All,All,332591.0,536411.0,20277.0,0.061
693,2020,1,National,Medicare Only,Black/African American,All,All,All,All,1166813.0,1692952.0,75850.0,0.065
694,2020,1,National,Medicare Only,Hispanic,All,All,All,All,656177.0,1075223.0,43663.0,0.0665
695,2020,1,National,Medicare Only,Non-Hispanic White,All,All,All,All,16266079.0,21735586.0,994841.0,0.0612
697,2020,1,Nebraska,All,All,All,Aged,All,All,162477.0,228337.0,4932.0,0.0304
698,2020,1,Nebraska,All,All,All,All,0-64,All,17360.0,23603.0,1377.0,0.0793
699,2020,1,Nebraska,All,All,All,All,65-74,All,80788.0,121550.0,2510.0,0.0311
700,2020,1,Nebraska,All,All,All,All,75-84,All,54097.0,71912.0,1630.0,0.0301
701,2020,1,Nebraska,All,All,All,All,85 and over,All,28544.0,35847.0,847.0,0.0297
702,2020,1,Nebraska,All,All,All,All,All,All,180789.0,252912.0,6364.0,0.0352
703,2020,1,Nebraska,All,All,All,All,All,Rural,91746.0,129098.0,3378.0,0.0368
705,2020,1,Nebraska,All,All,All,All,All,Urban,88828.0,123497.0,2974.0,0.0335
706,2020,1,Nebraska,All,All,All,Disabled,All,All,16518.0,22722.0,1317.0,0.0797
707,2020,1,Nebraska,All,All,All,ESRD,All,All,1794.0,1854.0,115.0,0.0641
708,2020,1,Nebraska,All,All,Female,All,All,All,102564.0,139581.0,3815.0,0.0372
709,2020,1,Nebraska,All,All,Male,All,All,All,78225.0,113331.0,2549.0,0.0326
710,2020,1,Nebraska,All,American Indian/Alaska Native,All,All,All,All,885.0,1170.0,41.0,0.0463
711,2020,1,Nebraska,All,Asian/Pacific Islander,All,All,All,All,1045.0,1700.0,27.0,0.0258
712,2020,1,Nebraska,All,Black/African American,All,All,All,All,3600.0,5187.0,116.0,0.0322
713,2020,1,Nebraska,All,Hispanic,All,All,All,All,3811.0,6046.0,138.0,0.0362
714,2020,1,Nebraska,All,Non-Hispanic White,All,All,All,All,167085.0,232333.0,5873.0,0.0351
716,2020,1,Nebraska,Medicare & Medicaid,All,All,All,All,All,23825.0,29530.0,1695.0,0.0711
717,2020,1,Nebraska,Medicare Only,All,All,All,All,All,156964.0,223382.0,4669.0,0.0297
718,2020,1,Nevada,All,All,All,Aged,All,All,168082.0,237684.0,10694.0,0.0636
719,2020,1,Nevada,All,All,All,All,0-64,All,22723.0,31646.0,2552.0,0.1123
720,2020,1,Nevada,All,All,All,All,65-74,All,90484.0,135932.0,5853.0,0.0647
721,2020,1,Nevada,All,All,All,All,75-84,All,59335.0,78104.0,3818.0,0.0643
722,2020,1,Nevada,All,All,All,All,85 and over,All,19935.0,25375.0,1178.0,0.0591
723,2020,1,Nevada,All,All,All,All,All,All,192477.0,271057.0,13401.0,0.0696
724,2020,1,Nevada,All,All,All,All,All,Rural,32543.0,47706.0,2264.0,0.0696
726,2020,1,Nevada,All,All,All,All,All,Urban,159705.0,222964.0,11126.0,0.0697
727,2020,1,Nevada,All,All,All,Disabled,All,All,21003.0,29872.0,2400.0,0.1143
728,2020,1,Nevada,All,All,All,ESRD,All,All,3392.0,3501.0,307.0,0.0905
729,2020,1,Nevada,All,All,Female,All,All,All,106832.0,142465.0,7899.0,0.0739
730,2020,1,Nevada,All,All,Male,All,All,All,85645.0,128591.0,5502.0,0.0642
731,2020,1,Nevada,All,American Indian/Alaska Native,All,All,All,All,1641.0,2311.0,86.0,0.0524
732,2020,1,Nevada,All,Asian/Pacific Islander,All,All,All,All,9758.0,15154.0,627.0,0.0643
733,2020,1,Nevada,All,Black/African American,All,All,All,All,13489.0,18724.0,1149.0,0.0852
734,2020,1,Nevada,All,Hispanic,All,All,All,All,16835.0,26280.0,1316.0,0.0782
735,2020,1,Nevada,All,Non-Hispanic White,All,All,All,All,144786.0,199664.0,9858.0,0.0681
737,2020,1,Nevada,Medicare & Medicaid,All,All,All,All,All,36142.0,47594.0,3609.0,0.0999
738,2020,1,Nevada,Medicare Only,All,All,All,All,All,156335.0,223463.0,9792.0,0.0626
739,2020,1,New Hampshire,All,All,All,Aged,All,All,123726.0,176121.0,9643.0,0.0779
740,2020,1,New Hampshire,All,All,All,All,0-64,All,21437.0,29876.0,3755.0,0.1752
741,2020,1,New Hampshire,All,All,All,All,65-74,All,61059.0,92961.0,4998.0,0.0819
742,2020,1,New Hampshire,All,All,All,All,75-84,All,43209.0,58418.0,3368.0,0.0779
743,2020,1,New Hampshire,All,All,All,All,85 and over,All,20060.0,25358.0,1362.0,0.0679
744,2020,1,New Hampshire,All,All,All,All,All,All,145765.0,206612.0,13483.0,0.0925
745,2020,1,New Hampshire,All,All,All,All,All,Rural,61340.0,90521.0,5406.0,0.0881
747,2020,1,New Hampshire,All,All,All,All,All,Urban,84067.0,115599.0,8051.0,0.0958
748,2020,1,New Hampshire,All,All,All,Disabled,All,All,21059.0,29475.0,3704.0,0.1759
749,2020,1,New Hampshire,All,All,All,ESRD,All,All,980.0,1016.0,136.0,0.1388
750,2020,1,New Hampshire,All,All,Female,All,All,All,82772.0,112910.0,8190.0,0.0989
751,2020,1,New Hampshire,All,All,Male,All,All,All,62993.0,93702.0,5293.0,0.084
753,2020,1,New Hampshire,All,Asian/Pacific Islander,All,All,All,All,907.0,1443.0,70.0,0.0772
754,2020,1,New Hampshire,All,Black/African American,All,All,All,All,730.0,1090.0,84.0,0.1151
755,2020,1,New Hampshire,All,Hispanic,All,All,All,All,1697.0,2479.0,174.0,0.1025
756,2020,1,New Hampshire,All,Non-Hispanic White,All,All,All,All,137697.0,194284.0,12731.0,0.0925
758,2020,1,New Hampshire,Medicare & Medicaid,All,All,All,All,All,23099.0,28921.0,3593.0,0.1555
759,2020,1,New Hampshire,Medicare Only,All,All,All,All,All,122666.0,177691.0,9890.0,0.0806
760,2020,1,New Jersey,All,All,All,Aged,All,All,650703.0,827518.0,55329.0,0.085
761,2020,1,New Jersey,All,All,All,All,0-64,All,79687.0,103962.0,10865.0,0.1363
762,2020,1,New Jersey,All,All,All,All,65-74,All,301806.0,408195.0,27618.0,0.0915
763,2020,1,New Jersey,All,All,All,All,75-84,All,230485.0,280465.0,19637.0,0.0852
764,2020,1,New Jersey,All,All,All,All,85 and over,All,125417.0,145866.0,8841.0,0.0705
765,2020,1,New Jersey,All,All,All,All,All,All,737395.0,938488.0,66961.0,0.0908
766,2020,1,New Jersey,All,All,All,All,All,Rural,8610.0,11268.0,665.0,0.0772
768,2020,1,New Jersey,All,All,All,All,All,Urban,727451.0,925619.0,66253.0,0.0911
769,2020,1,New Jersey,All,All,All,Disabled,All,All,75196.0,99228.0,10389.0,0.1382
770,2020,1,New Jersey,All,All,All,ESRD,All,All,11496.0,11742.0,1243.0,0.1081
771,2020,1,New Jersey,All,All,Female,All,All,All,428624.0,534867.0,40193.0,0.0938
772,2020,1,New Jersey,All,All,Male,All,All,All,308771.0,403621.0,26768.0,0.0867
773,2020,1,New Jersey,All,American Indian/Alaska Native,All,All,All,All,263.0,329.0,23.0,0.0875
774,2020,1,New Jersey,All,Asian/Pacific Islander,All,All,All,All,31722.0,45441.0,2473.0,0.078
775,2020,1,New Jersey,All,Black/African American,All,All,All,All,61057.0,81645.0,5606.0,0.0918
776,2020,1,New Jersey,All,Hispanic,All,All,All,All,52010.0,71886.0,4743.0,0.0912
777,2020,1,New Jersey,All,Non-Hispanic White,All,All,All,All,569271.0,707702.0,52045.0,0.0914
779,2020,1,New Jersey,Medicare & Medicaid,All,All,All,All,All,122092.0,145063.0,12372.0,0.1013
780,2020,1,New Jersey,Medicare Only,All,All,All,All,All,615303.0,793425.0,54589.0,0.0887
781,2020,1,New Mexico,All,All,All,Aged,All,All,134891.0,193240.0,7947.0,0.0589
782,2020,1,New Mexico,All,All,All,All,0-64,All,21774.0,31567.0,2240.0,0.1029
783,2020,1,New Mexico,All,All,All,All,65-74,All,72197.0,109758.0,4498.0,0.0623
784,2020,1,New Mexico,All,All,All,All,75-84,All,45154.0,60316.0,2529.0,0.056
785,2020,1,New Mexico,All,All,All,All,85 and over,All,18950.0,24608.0,1020.0,0.0538
786,2020,1,New Mexico,All,All,All,All,All,All,158075.0,226249.0,10287.0,0.0651
787,2020,1,New Mexico,All,All,All,All,All,Rural,67162.0,96335.0,3641.0,0.0542
789,2020,1,New Mexico,All,All,All,All,All,Urban,90405.0,129191.0,6620.0,0.0732
790,2020,1,New Mexico,All,All,All,Disabled,All,All,20186.0,29938.0,2157.0,0.1069
791,2020,1,New Mexico,All,All,All,ESRD,All,All,2998.0,3072.0,183.0,0.061
792,2020,1,New Mexico,All,All,Female,All,All,All,88665.0,119562.0,6358.0,0.0717
793,2020,1,New Mexico,All,All,Male,All,All,All,69410.0,106688.0,3929.0,0.0566
794,2020,1,New Mexico,All,American Indian/Alaska Native,All,All,All,All,11907.0,15949.0,514.0,0.0432
795,2020,1,New Mexico,All,Asian/Pacific Islander,All,All,All,All,1215.0,1943.0,64.0,0.0527
796,2020,1,New Mexico,All,Black/African American,All,All,All,All,2382.0,3603.0,172.0,0.0722
797,2020,1,New Mexico,All,Hispanic,All,All,All,All,42339.0,62716.0,2841.0,0.0671
798,2020,1,New Mexico,All,Non-Hispanic White,All,All,All,All,96748.0,136770.0,6436.0,0.0665
800,2020,1,New Mexico,Medicare & Medicaid,All,All,All,All,All,37262.0,51983.0,3134.0,0.0841
801,2020,1,New Mexico,Medicare Only,All,All,All,All,All,120813.0,174267.0,7153.0,0.0592
802,2020,1,New York,All,All,All,Aged,All,All,1128070.0,1467660.0,97468.0,0.0864
803,2020,1,New York,All,All,All,All,0-64,All,185117.0,243213.0,31305.0,0.1691
804,2020,1,New York,All,All,All,All,65-74,All,528395.0,728534.0,50062.0,0.0947
805,2020,1,New York,All,All,All,All,75-84,All,391568.0,487342.0,32835.0,0.0839
806,2020,1,New York,All,All,All,All,85 and over,All,221401.0,265092.0,15854.0,0.0716
807,2020,1,New York,All,All,All,All,All,All,1326481.0,1724181.0,130056.0,0.098
808,2020,1,New York,All,All,All,All,All,Rural,156153.0,211028.0,13312.0,0.0852
810,2020,1,New York,All,All,All,All,All,Urban,1169765.0,1511940.0,116703.0,0.0998
811,2020,1,New York,All,All,All,Disabled,All,All,175574.0,233217.0,30284.0,0.1725
812,2020,1,New York,All,All,All,ESRD,All,All,22837.0,23305.0,2304.0,0.1009
813,2020,1,New York,All,All,Female,All,All,All,759296.0,960570.0,77919.0,0.1026
814,2020,1,New York,All,All,Male,All,All,All,567185.0,763612.0,52137.0,0.0919
815,2020,1,New York,All,American Indian/Alaska Native,All,All,All,All,1948.0,2762.0,173.0,0.0888
816,2020,1,New York,All,Asian/Pacific Islander,All,All,All,All,50942.0,71237.0,4929.0,0.0968
817,2020,1,New York,All,Black/African American,All,All,All,All,124240.0,172090.0,12366.0,0.0995
818,2020,1,New York,All,Hispanic,All,All,All,All,88863.0,126267.0,9304.0,0.1047
819,2020,1,New York,All,Non-Hispanic White,All,All,All,All,1004231.0,1274662.0,97582.0,0.0972
821,2020,1,New York,Medicare & Medicaid,All,All,All,All,All,373284.0,451561.0,50733.0,0.1359
822,2020,1,New York,Medicare Only,All,All,All,All,All,953197.0,1272620.0,79323.0,0.0832
823,2020,1,North Carolina,All,All,All,Aged,All,All,714786.0,916286.0,34220.0,0.0479
824,2020,1,North Carolina,All,All,All,All,0-64,All,124183.0,162881.0,11845.0,0.0954
825,2020,1,North Carolina,All,All,All,All,65-74,All,374374.0,505922.0,18880.0,0.0504
826,2020,1,North Carolina,All,All,All,All,75-84,All,243162.0,294677.0,11554.0,0.0475
827,2020,1,North Carolina,All,All,All,All,85 and over,All,104606.0,123123.0,4264.0,0.0408
828,2020,1,North Carolina,All,All,All,All,All,All,846325.0,1086603.0,46543.0,0.055
829,2020,1,North Carolina,All,All,All,All,All,Rural,262954.0,336239.0,13504.0,0.0514
831,2020,1,North Carolina,All,All,All,All,All,Urban,582217.0,748852.0,32989.0,0.0567
832,2020,1,North Carolina,All,All,All,Disabled,All,All,115858.0,154268.0,11213.0,0.0968
833,2020,1,North Carolina,All,All,All,ESRD,All,All,15681.0,16049.0,1110.0,0.0708
834,2020,1,North Carolina,All,All,Female,All,All,All,479430.0,592397.0,28292.0,0.059
835,2020,1,North Carolina,All,All,Male,All,All,All,366895.0,494207.0,18251.0,0.0497
836,2020,1,North Carolina,All,American Indian/Alaska Native,All,All,All,All,4290.0,5300.0,270.0,0.0629
837,2020,1,North Carolina,All,Asian/Pacific Islander,All,All,All,All,8328.0,12886.0,369.0,0.0443
838,2020,1,North Carolina,All,Black/African American,All,All,All,All,139161.0,185038.0,8063.0,0.0579
839,2020,1,North Carolina,All,Hispanic,All,All,All,All,13495.0,19846.0,797.0,0.0591
840,2020,1,North Carolina,All,Non-Hispanic White,All,All,All,All,662631.0,838388.0,36055.0,0.0544
842,2020,1,North Carolina,Medicare & Medicaid,All,All,All,All,All,163197.0,201008.0,12367.0,0.0758
843,2020,1,North Carolina,Medicare Only,All,All,All,All,All,683128.0,885595.0,34176.0,0.05
844,2020,1,North Dakota,All,All,All,Aged,All,All,57105.0,84939.0,1913.0,0.0335
845,2020,1,North Dakota,All,All,All,All,0-64,All,7732.0,10597.0,815.0,0.1054
846,2020,1,North Dakota,All,All,All,All,65-74,All,29096.0,46535.0,905.0,0.0311
847,2020,1,North Dakota,All,All,All,All,75-84,All,17880.0,25126.0,600.0,0.0336
848,2020,1,North Dakota,All,All,All,All,85 and over,All,10552.0,13711.0,452.0,0.0428
849,2020,1,North Dakota,All,All,All,All,All,All,65260.0,95969.0,2772.0,0.0425
850,2020,1,North Dakota,All,All,All,All,All,Rural,37851.0,56848.0,1711.0,0.0452
852,2020,1,North Dakota,All,All,All,All,All,Urban,27378.0,39061.0,1059.0,0.0387
853,2020,1,North Dakota,All,All,All,Disabled,All,All,7424.0,10269.0,776.0,0.1045
854,2020,1,North Dakota,All,All,All,ESRD,All,All,731.0,761.0,83.0,0.1135
855,2020,1,North Dakota,All,All,Female,All,All,All,36340.0,51414.0,1640.0,0.0451
856,2020,1,North Dakota,All,All,Male,All,All,All,28920.0,44555.0,1132.0,0.0391
857,2020,1,North Dakota,All,American Indian/Alaska Native,All,All,All,All,2408.0,3213.0,138.0,0.0573
858,2020,1,North Dakota,All,Asian/Pacific Islander,All,All,All,All,272.0,413.0,18.0,0.0662
859,2020,1,North Dakota,All,Black/African American,All,All,All,All,350.0,548.0,34.0,0.0971
860,2020,1,North Dakota,All,Hispanic,All,All,All,All,453.0,717.0,29.0,0.064
861,2020,1,North Dakota,All,Non-Hispanic White,All,All,All,All,60437.0,88987.0,2498.0,0.0413
863,2020,1,North Dakota,Medicare & Medicaid,All,All,All,All,All,10955.0,13926.0,1230.0,0.1123
864,2020,1,North Dakota,Medicare Only,All,All,All,All,All,54305.0,82043.0,1542.0,0.0284
865,2020,1,Ohio,All,All,All,Aged,All,All,703971.0,945781.0,44804.0,0.0636
866,2020,1,Ohio,All,All,All,All,0-64,All,114834.0,155600.0,13098.0,0.1141
867,2020,1,Ohio,All,All,All,All,65-74,All,371554.0,529010.0,24712.0,0.0665
868,2020,1,Ohio,All,All,All,All,75-84,All,226883.0,287265.0,14384.0,0.0634
869,2020,1,Ohio,All,All,All,All,85 and over,All,112197.0,136203.0,6371.0,0.0568
870,2020,1,Ohio,All,All,All,All,All,All,825468.0,1108078.0,58565.0,0.0709
871,2020,1,Ohio,All,All,All,All,All,Rural,235815.0,319247.0,15155.0,0.0643
873,2020,1,Ohio,All,All,All,All,All,Urban,589206.0,788184.0,43370.0,0.0736
874,2020,1,Ohio,All,All,All,Disabled,All,All,109814.0,150424.0,12602.0,0.1148
875,2020,1,Ohio,All,All,All,ESRD,All,All,11683.0,11873.0,1159.0,0.0992
876,2020,1,Ohio,All,All,Female,All,All,All,462939.0,599291.0,34612.0,0.0748
877,2020,1,Ohio,All,All,Male,All,All,All,362529.0,508787.0,23953.0,0.0661
878,2020,1,Ohio,All,American Indian/Alaska Native,All,All,All,All,289.0,405.0,25.0,0.0865
879,2020,1,Ohio,All,Asian/Pacific Islander,All,All,All,All,6271.0,9815.0,449.0,0.0716
880,2020,1,Ohio,All,Black/African American,All,All,All,All,62004.0,85012.0,5676.0,0.0915
881,2020,1,Ohio,All,Hispanic,All,All,All,All,9503.0,13355.0,864.0,0.0909
882,2020,1,Ohio,All,Non-Hispanic White,All,All,All,All,721246.0,962043.0,49779.0,0.069
884,2020,1,Ohio,Medicare & Medicaid,All,All,All,All,All,151094.0,186442.0,15971.0,0.1057
885,2020,1,Ohio,Medicare Only,All,All,All,All,All,674374.0,921637.0,42594.0,0.0632
886,2020,1,Oklahoma,All,All,All,Aged,All,All,319987.0,419168.0,13570.0,0.0424
887,2020,1,Oklahoma,All,All,All,All,0-64,All,56226.0,75109.0,4565.0,0.0812
888,2020,1,Oklahoma,All,All,All,All,65-74,All,164961.0,226439.0,7452.0,0.0452
889,2020,1,Oklahoma,All,All,All,All,75-84,All,111298.0,139002.0,4566.0,0.041
890,2020,1,Oklahoma,All,All,All,All,85 and over,All,46463.0,56474.0,1789.0,0.0385
891,2020,1,Oklahoma,All,All,All,All,All,All,378948.0,497024.0,18372.0,0.0485
892,2020,1,Oklahoma,All,All,All,All,All,Rural,184289.0,242476.0,8840.0,0.048
894,2020,1,Oklahoma,All,All,All,All,All,Urban,193207.0,252629.0,9452.0,0.0489
895,2020,1,Oklahoma,All,All,All,Disabled,All,All,53367.0,72167.0,4310.0,0.0808
896,2020,1,Oklahoma,All,All,All,ESRD,All,All,5594.0,5690.0,492.0,0.088
897,2020,1,Oklahoma,All,All,Female,All,All,All,217788.0,274092.0,11323.0,0.052
898,2020,1,Oklahoma,All,All,Male,All,All,All,161160.0,222932.0,7049.0,0.0437
899,2020,1,Oklahoma,All,American Indian/Alaska Native,All,All,All,All,32100.0,39171.0,1669.0,0.052
900,2020,1,Oklahoma,All,Asian/Pacific Islander,All,All,All,All,2741.0,4348.0,103.0,0.0376
901,2020,1,Oklahoma,All,Black/African American,All,All,All,All,18699.0,25563.0,1116.0,0.0597
902,2020,1,Oklahoma,All,Hispanic,All,All,All,All,8133.0,11903.0,368.0,0.0452
903,2020,1,Oklahoma,All,Non-Hispanic White,All,All,All,All,312216.0,409111.0,14905.0,0.0477
905,2020,1,Oklahoma,Medicare & Medicaid,All,All,All,All,All,72746.0,88827.0,5327.0,0.0732
906,2020,1,Oklahoma,Medicare Only,All,All,All,All,All,306202.0,408198.0,13045.0,0.0426
907,2020,1,Oregon,All,All,All,Aged,All,All,225945.0,336556.0,14393.0,0.0637
908,2020,1,Oregon,All,All,All,All,0-64,All,37716.0,56501.0,4627.0,0.1227
909,2020,1,Oregon,All,All,All,All,65-74,All,123580.0,195941.0,8409.0,0.068
910,2020,1,Oregon,All,All,All,All,75-84,All,74115.0,102356.0,4622.0,0.0624
911,2020,1,Oregon,All,All,All,All,85 and over,All,29954.0,40028.0,1546.0,0.0516
912,2020,1,Oregon,All,All,All,All,All,All,265365.0,394825.0,19204.0,0.0724
913,2020,1,Oregon,All,All,All,All,All,Rural,107788.0,164307.0,6590.0,0.0611
915,2020,1,Oregon,All,All,All,All,All,Urban,157564.0,230457.0,12613.0,0.0801
916,2020,1,Oregon,All,All,All,Disabled,All,All,35954.0,54664.0,4429.0,0.1232
917,2020,1,Oregon,All,All,All,ESRD,All,All,3466.0,3605.0,382.0,0.1102
918,2020,1,Oregon,All,All,Female,All,All,All,148037.0,207221.0,11591.0,0.0783
919,2020,1,Oregon,All,All,Male,All,All,All,117328.0,187604.0,7613.0,0.0649
920,2020,1,Oregon,All,American Indian/Alaska Native,All,All,All,All,2970.0,4136.0,234.0,0.0788
921,2020,1,Oregon,All,Asian/Pacific Islander,All,All,All,All,4062.0,7061.0,275.0,0.0677
922,2020,1,Oregon,All,Black/African American,All,All,All,All,2565.0,4090.0,305.0,0.1189
923,2020,1,Oregon,All,Hispanic,All,All,All,All,8827.0,15109.0,695.0,0.0787
924,2020,1,Oregon,All,Non-Hispanic White,All,All,All,All,240049.0,353468.0,17197.0,0.0716
926,2020,1,Oregon,Medicare & Medicaid,All,All,All,All,All,53458.0,78833.0,5403.0,0.1011
927,2020,1,Oregon,Medicare Only,All,All,All,All,All,211907.0,315992.0,13801.0,0.0651
928,2020,1,Pennsylvania,All,All,All,Aged,All,All,850524.0,1119193.0,55114.0,0.0648
929,2020,1,Pennsylvania,All,All,All,All,0-64,All,133406.0,179945.0,16691.0,0.1251
930,2020,1,Pennsylvania,All,All,All,All,65-74,All,447296.0,623589.0,30988.0,0.0693
931,2020,1,Pennsylvania,All,All,All,All,75-84,All,267760.0,333179.0,17620.0,0.0658
932,2020,1,Pennsylvania,All,All,All,All,85 and over,All,142895.0,169922.0,7220.0,0.0505
933,2020,1,Pennsylvania,All,All,All,All,All,All,991357.0,1306635.0,72519.0,0.0732
934,2020,1,Pennsylvania,All,All,All,All,All,Rural,143465.0,193288.0,7301.0,0.0509
936,2020,1,Pennsylvania,All,All,All,All,All,Urban,847393.0,1112703.0,65206.0,0.0769
937,2020,1,Pennsylvania,All,All,All,Disabled,All,All,127343.0,173662.0,16035.0,0.1259
938,2020,1,Pennsylvania,All,All,All,ESRD,All,All,13490.0,13780.0,1370.0,0.1016
939,2020,1,Pennsylvania,All,All,Female,All,All,All,561759.0,720029.0,42519.0,0.0757
940,2020,1,Pennsylvania,All,All,Male,All,All,All,429598.0,586605.0,30000.0,0.0698
941,2020,1,Pennsylvania,All,American Indian/Alaska Native,All,All,All,All,276.0,368.0,23.0,0.0833
942,2020,1,Pennsylvania,All,Asian/Pacific Islander,All,All,All,All,13510.0,20561.0,858.0,0.0635
943,2020,1,Pennsylvania,All,Black/African American,All,All,All,All,62842.0,87810.0,6725.0,0.107
944,2020,1,Pennsylvania,All,Hispanic,All,All,All,All,22604.0,31701.0,2450.0,0.1084
945,2020,1,Pennsylvania,All,Non-Hispanic White,All,All,All,All,866583.0,1130736.0,60520.0,0.0698
947,2020,1,Pennsylvania,Medicare & Medicaid,All,All,All,All,All,181795.0,230102.0,17848.0,0.0982
948,2020,1,Pennsylvania,Medicare Only,All,All,All,All,All,809562.0,1076533.0,54671.0,0.0675
949,2020,1,Puerto Rico,All,All,All,All,All,All,31887.0,48531.0,1351.0,0.0424
950,2020,1,Rhode Island,All,All,All,Aged,All,All,62144.0,80065.0,7023.0,0.113
951,2020,1,Rhode Island,All,All,All,All,0-64,All,9196.0,13039.0,1608.0,0.1749
952,2020,1,Rhode Island,All,All,All,All,65-74,All,30765.0,41868.0,3570.0,0.116
953,2020,1,Rhode Island,All,All,All,All,75-84,All,21093.0,25822.0,2480.0,0.1176
954,2020,1,Rhode Island,All,All,All,All,85 and over,All,10706.0,12798.0,1031.0,0.0963
955,2020,1,Rhode Island,All,All,All,All,All,All,71760.0,93527.0,8689.0,0.1211
956,2020,1,Rhode Island,All,All,All,All,All,Rural,156.0,224.0,21.0,0.1346
958,2020,1,Rhode Island,All,All,All,All,All,Urban,71602.0,93289.0,8668.0,0.1211
959,2020,1,Rhode Island,All,All,All,Disabled,All,All,8876.0,12701.0,1575.0,0.1774
960,2020,1,Rhode Island,All,All,All,ESRD,All,All,740.0,761.0,91.0,0.123
961,2020,1,Rhode Island,All,All,Female,All,All,All,41203.0,51854.0,5230.0,0.1269
962,2020,1,Rhode Island,All,All,Male,All,All,All,30557.0,41673.0,3459.0,0.1132
964,2020,1,Rhode Island,All,Asian/Pacific Islander,All,All,All,All,915.0,1433.0,70.0,0.0765
